Category,SubCategory,Series,Item No,Description,Pack,Carton Qty,2025 List Price,Disc Code,Nett,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810400,"Rinox Plus M G1/2"" (15mm) Pressure reducing valve",1,10,$96.00,P1,$28.80,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810500,"Rinox Plus M G3/4"" (20mm) Pressure reducing valve",1,10,$96.00,P1,$28.80,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810600,"Rinox Plus M G1"" (25mm) Pressure reducing valve",1,4,$240.00,P1,$72.00,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810700,"Rinox Plus M G1 1/4"" (32mm) Pressure reducing valve",1,4,$340.00,P1,$102.00,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810800,"Rinox Plus M G1 1/2"" (40mm) Pressure reducing valve",1,4,$448.00,P1,$134.40,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.A,25810900,"Rinox Plus M G2"" (50mm) Pressure reducing valve",1,4,$766.00,P1,$229.80,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810490,"Rinox Plus SmartM G1/2"" (15mm) Pressure reducing valve with calibration knob",1,6,$200.00,P1,$60.00,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810590,"Rinox Plus SmartM G3/4"" (20mm) Pressure reducing valve with calibration knob",1,6,$222.00,P1,$66.60,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810690,"Rinox Plus SmartM G1"" (25mm) Pressure reducing valve with calibration knob",1,6,$403.00,P1,$120.90,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810790,"Rinox Plus SmartM G1 1/4"" (32mm) Pressure reducing valve with calibration knob",1,4,$578.00,P1,$173.40,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810890,"Rinox Plus SmartM G1 1/2"" (40mm) Pressure reducing valve with calibration knob",1,4,$727.00,P1,$218.10,
Plumbing & Water Distribution,Pressure Reducing Valves,2581.B,25810990,"Rinox Plus SmartM G2"" (50mm) Pressure reducing valve with calibration knob",1,4,"$1,165.00",P1,$349.50,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870470,"Rinox Due FF G1/2"" (15mm) Pressure Reducing Valve PN25",1,20,$142.00,P1,$42.60,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870570,"Rinox Due FF G3/4"" (20mm) Pressure Reducing Valve PN25",1,20,$142.00,P1,$42.60,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870670,"Rinox Due FF G1"" (25mm) Pressure Reducing Valve PN25",1,6,$262.00,P1,$78.60,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870770,"Rinox Due FF G1 1/4"" (32mm) Pressure Reducing Valve PN25",1,6,$325.00,P1,$97.50,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870870,"Rinox Due FF G1 1/2"" (40mm)Pressure Reducing Valve PN25",1,1,$366.00,P1,$109.80,
Plumbing & Water Distribution,Pressure Reducing Valves,87.B,870970,"Rinox Due FF G2"" (50mm) Pressure Reducing Valve PN25",1,1,$422.00,P1,$126.60,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510495,"Rinox First G1/2"" (15mm) Pressure reducing valve FF PN40",1,6,$362.00,P1,$108.60,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510595,"Rinox First G3/4"" (20mm) Pressure reducing valve FF PN40",1,6,$379.00,P1,$113.70,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510695,"Rinox First G1"" (25mm) Pressure reducing valve FF PN40",1,6,$455.00,P1,$136.50,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510795,"Rinox First G1 1/4"" (32mm) Pressure reducing valve FF PN40",1,4,$698.00,P1,$209.40,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510895,"Rinox First G1 1/2"" (40mm) Pressure reducing valve FF PN40",1,1,$885.00,P1,$265.50,
Plumbing & Water Distribution,Pressure Reducing Valves,51.A,510995,"Rinox First G2"" (50mm) Pressure reducing valve FF PN40",1,1,"$1,122.00",P1,$336.60,
Plumbing & Water Distribution,Tempering Valves,T08.A,T08T121-15HP,T08 15mm High Performance Tempering Valve With Unions,1,20,$166.00,P1,$49.80,
Plumbing & Water Distribution,Tempering Valves,T08.A,T08T191-20HP,T08 20mm High Performance Tempering Valve With Unions,1,20,$190.00,P1,$57.00,
Plumbing & Water Distribution,Tempering Valves,T08.B,T08T191-15TMV,RBM T08 20mm Tempering valve with 15mm TMV Isolation Elbows,1,20,$289.00,P1,$86.70,
Plumbing & Water Distribution,Tempering Valves,T08.B,T08T191-20TMV,RBM T08 20mm Tempering valve with 20mm TMV Isolation Elbows,1,20,$299.00,P1,$89.70,
Plumbing & Water Distribution,Thermostatic Mixing Valve,T16.A,T16T121-15TMV,T16 Thermostatic Mixing Valve 15mm high performance,1,20,$430.00,P1,$129.00,
Plumbing & Water Distribution,Thermostatic Mixing Valve,T16.A,T16T191-20TMV,T16 Thermostatic Mixing Valve 20mm high performance,1,20,$520.00,P1,$156.00,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T16.B,RBMS-21-0014,RBM T16 15mm PrePlumbed TMV in Cabinet (3 pipe),1,4,"$1,035.00",P1,$310.50,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T16.B,RBMS-21-0015,RBM T16 15mm PrePlumbed TMV in Cabinet with CW bypass (4 pipe),1,4,"$1,240.00",P1,$372.00,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T16.B,RBMS-21-0019,RBM T16 20mm PrePlumbed TMV in Cabinet (3 pipe),1,4,"$1,095.00",P1,$328.50,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T16.B,RBMS-21-0020,RBM T16 20mm PrePlumbed TMV in Cabinet with CW bypass (4 pipe),1,4,"$1,310.00",P1,$393.00,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T16.B,RBMS-21-0059,Stainless Steel Cabinet with removeable face to suit tempering and TMV,1,4,$550.00,P1,$165.00,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T55 Health,T55T122-15TF,RBM T55 Health 15mm TMV with Thermal Flush,1,20,$670.00,P1,$201.00,
Plumbing & Water Distribution,Thermostatic Mixing Valves,T55 Health,T55T192-20TF,RBM T55 Health 20mm TMV with Thermal Flush,1,20,$760.00,P1,$228.00,
Plumbing & Water Distribution,Solar Hot Water Protection Valves,FPV,PT-L0101,"FPV Frost Protection Valve G1/2"" (15mm) to suit solar hot water systems",1,60,$190.00,P1,$57.00,
Plumbing & Water Distribution,Solar Hot Water Protection Valves,D06,D06T120G-EV,"D06 Thermosyphon Arrestor Valve G3/4"" + G1/2""",1,15,$210.00,P1,$63.00,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0012MF,"ActivFlo SOLO 1/2"" shower water conditioner (3-14 lpm)",1,20,POA,WC1,0,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0038MF,"ActivFlo NANO 3/8"" commercial water conditioner (1-11 lpm)",1,20,$299.00,WC1,$179.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0015C,15mm ActivFlo hard water conditioner compression fittings (3-22 lpm),1,20,$639.00,WC1,$383.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0020C,20mm ActivFlo hard water conditioner compression fittings (22-45 lpm),1,20,$749.00,WC1,$449.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0025C,25mm ActivFlo hard water conditioner compression fittings (45-74 lpm),1,20,"$1,059.00",WC1,$635.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0012T,"1/2"" (15mm) ActivFlo hard water conditioner BSP Threaded (3-22 lpm)",1,20,$639.00,WC1,$383.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0034T,"3/4"" (20mm) ActivFlo hard water conditioner BSP Threaded (22-45 lpm)",1,20,$749.00,WC1,$449.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0100T,"1"" (25mm) ActivFlo hard water conditioner BSP Threaded (45-74 lpm)",1,20,"$1,059.00",WC1,$635.40,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0114T,"1-1/4"" (32mm) ActivFlo hard water conditioner BSP Threaded (75-117 lpm)",1,1,"$2,400.00",WC1,"$1,440.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0112T,"1-1/2"" (40mm) ActivFlo hard water conditioner BSP Threaded (117-170 lpm)",1,1,"$3,010.00",WC1,"$1,806.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0200T,"2"" (50mm) ActivFlo hard water conditioner BSP Threaded (170-264 lpm)",1,1,"$3,600.00",WC1,"$2,160.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0212T,"2-1/2"" (65mm) ActivFlo hard water conditioner BSP Threaded (264-330 lpm)",1,1,"$7,600.00",WC1,"$4,560.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0300F,80mm Flanged ActivFlo hard water conditioner (360-685 lpm),1,1,"$11,920.00",WC1,"$7,152.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0400F,"100mm Flanged ActivFlo hard water conditioner (685-1,260 lpm)",1,1,"$13,980.00",WC1,"$8,388.00",
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0500F,"125mm Flanged ActivFlo hard water conditioner (1,260-1,823 lpm)",1,1,POA,WC1,0,
Plumbing & Water Distribution,Water Conditioning,,RBM-AF0600F,"150mm Flanged ActivFlo hard water conditioner (1,823-3,500 lpm)",1,1,POA,WC1,0,
Plumbing & Water Distribution,Service & Accessories,8167,8167003,"Complete cartridge for diaphragm pressure reducing valve 1/2"" & 3/4""",1,1,$75.00,P1,$22.50,
Plumbing & Water Distribution,Service & Accessories,8167,8201003,"Complete cartridge for diaphragm pressure reducing valve 1""",1,1,$151.00,P1,$45.30,
Plumbing & Water Distribution,Service & Accessories,8167,8202003,"Complete cartridge for diaphragm pressure reducing valve 1 1/4""",1,1,$192.00,P1,$57.60,
Plumbing & Water Distribution,Service & Accessories,8167,8203003,"Complete cartridge for diaphragm pressure reducing valve 1 1/2"" & 2""",1,1,$206.00,P1,$61.80,
Plumbing & Water Distribution,Service & Accessories,1213,1213005,"1/4"" Radial pressure gauge 0-16Bar 50mm to suit Rinox PRVs",1,280,$37.00,P1,$11.10,
Plumbing & Water Distribution,Service & Accessories,,RBMS-21-0052,RBM T16 TMV 5-Year service & maintenance kit,1,1,$199.00,P1,$59.70,
H.V.A.C.,Balancing & Control Valves,619.A,6190450,"Balancing Valve Threaded G1/2"" (15mm)",1,6,$188.00,H1,$56.40,
H.V.A.C.,Balancing & Control Valves,619.A,6190550,"Balancing Valve Threaded G3/4"" (20mm)",1,6,$196.00,H1,$58.80,
H.V.A.C.,Balancing & Control Valves,619.A,6190650,"Balancing Valve Threaded G1"" (25mm)",1,6,$242.00,H1,$72.60,
H.V.A.C.,Balancing & Control Valves,619.A,6190750,"Balancing Valve Threaded G1 1/4"" (32mm)",1,6,$272.00,H1,$81.60,
H.V.A.C.,Balancing & Control Valves,619.A,6190850,"Balancing Valve Threaded G1 1/2"" (40mm)",1,6,$411.00,H1,$123.30,
H.V.A.C.,Balancing & Control Valves,619.A,6190950,"Balancing Valve Threaded G2"" (50mm)",1,6,$627.00,H1,$188.10,
H.V.A.C.,Balancing & Control Valves,619.B,6191060,Balancing Valve Flanged DN65,1,1,"$1,605.00",H1,$481.50,
H.V.A.C.,Balancing & Control Valves,619.B,6191160,Balancing Valve Flanged DN80,1,1,"$1,845.00",H1,$553.50,
H.V.A.C.,Balancing & Control Valves,619.B,6191360,Balancing Valve Flanged DN100,1,1,"$3,220.00",H1,$966.00,
H.V.A.C.,Balancing & Control Valves,619.B,6191460,Balancing Valve Flanged DN125,1,1,"$4,615.00",H1,"$1,384.50",
H.V.A.C.,Balancing & Control Valves,619.B,6191560,Balancing Valve Flanged DN150,1,1,"$5,899.00",H1,"$1,769.70",
H.V.A.C.,Balancing & Control Valves,619.B,6191760,Balancing Valve Flanged DN200,1,1,"$15,129.00",H1,"$4,538.70",
H.V.A.C.,Balancing & Control Valves,619.B,6191960,Balancing Valve Flanged DN250,1,1,"$20,888.00",H1,"$6,266.40",
H.V.A.C.,Balancing & Control Valves,621,6210150,Pair of pressure plugs - Brass to suit threaded valves,1,10,$81.00,H1,$24.30,
H.V.A.C.,Balancing & Control Valves,2874.B,28740450,"Pressure independent control valve. provided with pressure plugs 57-575 L/H G1/2"" (15mm)",1,1,$449.00,H1,$134.70,
H.V.A.C.,Balancing & Control Valves,2874.B,28740460,"Pressure independent control valve. provided with pressure plugs 64-1110 L/H G1/2"" (15mm)",1,1,$449.00,H1,$134.70,
H.V.A.C.,Balancing & Control Valves,2874.B,28740550,"Pressure independent control valve. provided with pressure plugs 57-575 L/H G3/4"" (20mm)",1,1,$509.00,H1,$152.70,
H.V.A.C.,Balancing & Control Valves,2874.B,28740560,"Pressure independent control valve. provided with pressure plugs 64-1110 L/H G3/4"" (20mm)",1,1,$526.00,H1,$157.80,
H.V.A.C.,Balancing & Control Valves,2874.B,28740650,"Pressure independent control valve. provided with pressure plugs 57-575 L/H G1"" (25mm)",1,1,$643.00,H1,$192.90,
H.V.A.C.,Balancing & Control Valves,2874.B,28740660,"Pressure independent control valve. provided with pressure plugs 64-1110 L/H G1"" (25mm)",1,1,$643.00,H1,$192.90,
H.V.A.C.,FCU Valve Combi Kit,3717,37170500,"Fan Coil Unit (FCU) Valve Combi Kit G3/4"" (20mm) 400 lph",1,1,"$1,250.00",H1,$375.00,
H.V.A.C.,FCU Valve Combi Kit,3717,37170510,"Fan Coil Unit (FCU) Valve Combi Kit G3/4"" (20mm) 700 lph",1,1,"$1,250.00",H1,$375.00,
H.V.A.C.,FCU Valve Combi Kit,3717,37170520,"Fan Coil Unit (FCU) Valve Combi Kit G3/4"" (20mm) 1300 lph",1,1,"$1,250.00",H1,$375.00,
H.V.A.C.,Commissioning Unit,3566,35660000,Portable Electronic Differential Pressure and Flow Measuring Commissioning Unit,1,1,"$19,530.00",H1,"$5,859.00",
H.V.A.C.,Balancing & Control Valves,932,9320100,Pair of needle adaptors for pressure measurements,1,1,$78.00,H1,$23.40,
H.V.A.C.,Balancing & Control Valves,2882,28820002,Electromechanical actuator 24V AC,1,1,$550.00,H1,$165.00,
H.V.A.C.,Balancing & Control Valves,2882,28820012,Electromechanical actuator 110-230V AC,1,1,$650.00,H1,$195.00,
H.V.A.C.,Balancing & Control Valves,2882,28820022,Electromechanical actuator 24V AC 3 Points,1,1,$540.00,H1,$162.00,
H.V.A.C.,Balancing & Control Valves,2881,28810012,Thermo-electric actuator 24V AC/DC,1,1,$125.00,H1,$37.50,
H.V.A.C.,Balancing & Control Valves,2881,28810022,Thermo-electric actuator 230V AC,1,1,$125.00,H1,$37.50,
H.V.A.C.,Balancing & Control Valves,2944,29440002,Thermo-electric actuator 230V AC,1,1,$135.00,H1,$40.50,
H.V.A.C.,Balancing & Control Valves,2944,29440012,Thermo-electric actuator 24V AC,1,1,$135.00,H1,$40.50,
H.V.A.C.,Balancing & Control Valves,2944,29440042,Thermo-electric actuator 230V AC+Microswitch,1,1,$195.00,H1,$58.50,
H.V.A.C.,Balancing & Control Valves,2944,29440052,Thermo-electric actuator 24V AC+Microswitch,1,1,$195.00,H1,$58.50,
H.V.A.C.,Dosing Pot,,CDP-15,15L SS HVAC Chemical Dosing Pot,1,1,"$1,499.00",H1,$449.70,
H.V.A.C.,Automatic Filling Unit - Valve Combi Kit,,RBMS-21-0006,"Automatic Filling Kit G1/2"" (15mm)",1,1,$610.00,H1,$183.00,
H.V.A.C.,Buffer Tank Gauge Kit,,RBMS-21-0012,Buffer tank gauge and airvent kit,1,1,"$1,108.00",H1,$332.40,
H.V.A.C.,Flow Control Valves,2874,28740410,"Pressure Control Valve G1/2"" (15mm) 17-210kPa, 0.100-0.412 m3/hr",1,1,$475.00,H1,$142.50,
H.V.A.C.,Flow Control Valves,2874,28740420,"Pressure Control Valve G1/2"" (15mm) 17-210kPa, 0.157-0.609 m3/hr",1,1,$475.00,H1,$142.50,
H.V.A.C.,Flow Control Valves,2874,28740430,"Pressure Control Valve G1/2"" (15mm) 17-200kPa, 0.275-0.825 m3/hr",1,1,$475.00,H1,$142.50,
H.V.A.C.,Flow Control Valves,2874,28740440,"Pressure Control Valve G1/2"" (15mm) 30-400kPa, 0.406-1.270 m3/hr",1,1,$475.00,H1,$142.50,
H.V.A.C.,Flow Control Valves,2874,28740510,"Pressure Control Valve G3/4"" (20mm) 17-210kPa, 0.100-0.412 m3/hr",1,1,$505.00,H1,$151.50,
H.V.A.C.,Flow Control Valves,2874,28740520,"Pressure Control Valve G3/4"" (20mm) 17-210kPa, 0.157-0.609 m3/hr",1,1,$505.00,H1,$151.50,
H.V.A.C.,Flow Control Valves,2874,28740530,"Pressure Control Valve G3/4"" (20mm) 17-200kPa, 0.275-0.825 m3/hr",1,1,$505.00,H1,$151.50,
H.V.A.C.,Flow Control Valves,2874,28740540,"Pressure Control Valve G3/4"" (20mm) 30-400kPa, 0.406-1.270 m3/hr",1,1,$505.00,H1,$151.50,
H.V.A.C.,Flow Control Valves,2874,28740610,"Pressure Control Valve G1"" (25mm) 17-210kPa, 0.100-0.412 m3/hr",1,1,$532.00,H1,$159.60,
H.V.A.C.,Flow Control Valves,2874,28740620,"Pressure Control Valve G1"" (25mm) 17-210kPa, 0.157-0.609 m3/hr",1,1,$532.00,H1,$159.60,
H.V.A.C.,Flow Control Valves,2874,28740630,"Pressure Control Valve G1"" (25mm) 17-200kPa, 0.275-0.825 m3/hr",1,1,$532.00,H1,$159.60,
H.V.A.C.,Flow Control Valves,2874,28740640,"Pressure Control Valve G1"" (25mm) 30-400kPa, 0.406-1.270 m3/hr",1,1,$532.00,H1,$159.60,
Climate Comfort & Heating,Pipes & Positioning Boards,3841.B,38412010,Kilma Futura SP20 1200x800 High efficiency insulation panel for dry installations,,,$275.00,C1,$82.50,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,3841.B,38412510,Kilma Futura SP25 1200x800 High efficiency insulation panel for dry installations,,,$245.00,C1,$73.50,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,3841.B,38413310,Kilma Futura SP33 1200x800 High efficiency insulation panel for dry installations,,,$268.00,C1,$80.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,3841.B,38414810,Kilma Futura SP48 1200x800 High efficiency insulation panel for dry installations,,,$330.00,C1,$99.00,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171612,"Hi-Performance Plus 16X2,0 R120M 4-Layer Polyethylene pipe",,,$3.70,C1,$1.11,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171602,"Hi-Performance Plus 16X2,0 R240M 4-Layer Polyethylene pipe",,,$3.60,C1,$1.08,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171622,"Hi-Performance Plus 16X2,0 R600M 4-Layer Polyethylene pipe",,,$3.50,C1,$1.05,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171712,"Hi-Performance Plus 17X2,0 R120M 4-Layer Polyethylene pipe",,,$4.10,C1,$1.23,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171702,"Hi-Performance Plus 17X2,0 R240M 4-Layer Polyethylene pipe",,,$3.90,C1,$1.17,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25171722,"Hi-Performance Plus 17X2,0 R600M 4-Layer Polyethylene pipe",,,$3.70,C1,$1.11,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25172002,"Hi-Performance Plus 20X2,0 R240M 4-Layer Polyethylene pipe",,,$5.90,C1,$1.77,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2517,25172032,"Hi-Performance Plus 20X2,0 R500M 4-Layer Polyethylene pipe",,,$5.70,C1,$1.71,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4640802,"Kilma Flex Pe-Xc pipe 8x1 1,000m roll",,,$2.90,C1,$0.87,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641002,"Kilma Flex Pe-Xc pipe 10x,12 1,000m roll",,,$3.00,C1,$0.90,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641602,Kilma Flex Pe-Xc pipe 16x2 120m roll,,,$4.55,C1,$1.37,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641612,Kilma Flex Pe-Xc pipe 16x2 240m roll,,,$4.55,C1,$1.37,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641622,Kilma Flex Pe-Xc pipe 16x2 600m roll,,,$4.55,C1,$1.37,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641712,Kilma Flex Pe-Xc pipe 17x2 120m roll,,,$5.90,C1,$1.77,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641702,Kilma Flex Pe-Xc pipe 17x2 240m roll,,,$5.80,C1,$1.74,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4641722,Kilma Flex Pe-Xc pipe 17x2 600m roll,,,$5.70,C1,$1.71,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4642002,Kilma Flex Pe-Xc pipe 20x2 240m roll,,,$8.00,C1,$2.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4642032,Kilma Flex Pe-Xc pipe 20x2 500m roll,,,$7.90,C1,$2.37,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4642502,"Kilma Flex Pe-Xc pipe 25x2,3 240m roll",,,$14.00,C1,$4.20,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,464,4642522,"Kilma Flex Pe-Xc pipe 25x2,3 310m roll",,,$13.90,C1,$4.17,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2009,20091702,Kilma Flex Pe-Xa pipe 17x2 600m roll,,,$6.55,C1,$1.97,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,2009,20092002,Kilma Flex Pe-Xa pipe 20x2 500m roll,,,$7.95,C1,$2.39,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841622,Kilma Flex Pe-RT pipe 16x2 120m roll,,,$3.50,C1,$1.05,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841632,Kilma Flex Pe-RT pipe 16x2 240m roll,,,$3.50,C1,$1.05,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841602,Kilma Flex Pe-RT pipe 16x2 600m roll,,,$3.50,C1,$1.05,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841712,Kilma Flex Pe-RT pipe 17x2 120m roll,,,$4.50,C1,$1.35,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841702,Kilma Flex Pe-RT pipe 17x2 240m roll,,,$4.40,C1,$1.32,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14841722,Kilma Flex Pe-RT pipe 17x2 600m roll,,,$4.30,C1,$1.29,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14842002,Kilma Flex Pe-RT pipe 20x2 500m roll,,,$6.10,C1,$1.83,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14842512,"Kilma Flex Pe-RT pipe 25x2,3 240m roll",,,$8.60,C1,$2.58,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1484,14842502,"Kilma Flex Pe-RT pipe 25x2,3 310m roll",,,$8.50,C1,$2.55,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1361,13611000,Kilma Super-Strong Position Board 1300 x 800 x 33,,,$57.50,C1,$17.25,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1361,13611800,Kilma Super-Strong Position Board 1300 x 800 x 40,,,$65.00,C1,$19.50,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1361,13612800,Kilma Super-Strong Position Board 1300 x 800 x 50,,,$82.00,C1,$24.60,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1361,13614200,Kilma Super-Strong Position Board 1300 x 800 x 65,,,$94.00,C1,$28.20,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1361,13615000,Kilma Super-Strong Position Board 1300 x 800 x 73,,,$108.00,C1,$32.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,469,4690002,Fastener clip tool,,,"$1,890.00",C1,$567.00,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,603,6031812,90deg Bend former to suit 17mm pipe,,,$7.00,C1,$2.10,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,603,6032012,90deg Bend former to suit 20mm pipe,,,$9.00,C1,$2.70,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,603,6032502,90deg Bend former to suit 25mm pipe,,,$10.50,C1,$3.15,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,667,6670000,Universal unwinder for pipe coils,,,"$1,335.00",C1,$400.50,Freight charges applicable on this product.
Climate Comfort & Heating,Pipes & Positioning Boards,1938,19381300,Kilma Bull Insulating Panel SP13 1200X800X33,,,$70.00,C1,$21.00,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1938,19382500,Kilma Bull Insulating Panel SP25 1200X800X45,,,$80.00,C1,$24.00,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1938,19384000,Kilma Bull Insulating Panel SP40 1200X800X60,,,$98.00,C1,$29.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1978,19782002,Kilma Roll Rolled Panel SP20MM,,,$76.00,C1,$22.80,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1978,19783002,Kilma Roll Rolled Panel SP30MM,,,$88.00,C1,$26.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1978,19784002,Kilma Roll Rolled Panel SP40MM,,,$102.00,C1,$30.60,Freight charges applicable on this product. 
Climate Comfort & Heating,Pipes & Positioning Boards,1978,19785002,Kilma Roll Rolled Panel SP50MM,,,$118.00,C1,$35.40,Freight charges applicable on this product. 
Climate Comfort & Heating,Manifolds & Accessories,1410.D,14100620,"Polymer compact manifold kit 1"" (25mm) 2+2 Ways",1,1,$659.00,C1,$197.70,Freight charges applicable on this product. 
